Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Venom,"High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218605/venom,3.7,-1,Boulder,V5,1,,43.05023,-90.09778
"Left out","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105985617/left-out,2.8,-1,Boulder,V4,1,25,43.0511,-90.0994
"Illusions of Paradise","Illusions Area > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106219346/illusions-of-paradise,3.2,-1,Boulder,V6+,1,,43.01465,-90.11043
"Smack Crack Right","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879020/smack-crack-right,2.3,-1,Boulder,V0+,1,,43.05023,-90.09778
"Get The Hell Outta Dodge-Exit Right","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/109519047/get-the-hell-outta-dodge-exit-right,2.9,-1,Boulder,V4,1,,43.05179,-90.09875
"Smack Crack Left","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879015/smack-crack-left,2.1,-1,Boulder,V1,1,,43.05023,-90.09778
"Belly of the Beast","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106223219/belly-of-the-beast,2.3,-1,Boulder,V0+,1,,43.0511,-90.0994
"Warm up Center","Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218868/warm-up-center,1.8,-1,Boulder,V-easy,1,,43.04966,-90.09842
"The Loner","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105880282/the-loner,2.8,-1,Boulder,V5,1,,43.04068,-90.1063
Cannons,"7. Cannon Boulder **historical info** > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106442638/cannons,2.8,-1,Boulder,V6,1,10,43.01258,-90.12165
"Smack Crack WAY Right","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107173315/smack-crack-way-right,2.2,-1,Boulder,V1,1,12,43.05023,-90.09778
"Twelve A","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105885310/twelve-a,2.2,-1,Boulder,V0+,1,12,43.0511,-90.0994
"Massacre Direct","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106190457/massacre-direct,2.3,-1,Boulder,V3,1,15,43.05179,-90.09875
Symptomatic,"2. Qual Wall > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119370033/symptomatic,4.0,-1,Boulder,"V6 PG13",1,30,43.03993,-90.10516
"Good Day Governor","Good Day Governor > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408264/good-day-governor,4.0,-1,Boulder,V3+,1,,43.03464,-90.08347
"Broken Dreams","ABC Boulder > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106399499/broken-dreams,3.5,-1,Boulder,V6-,1,10,43.0337,-90.11028
"Curl right","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107776426/curl-right,2.1,-1,Boulder,V1,1,,43.04068,-90.1063
Solitaire,"The Lonely Wall > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/122385524/solitaire,4.0,-1,Boulder,"V7 PG13",1,25,43.04068,-90.10476
"A Real Cool Hand","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106253063/a-real-cool-hand,2.7,-1,Boulder,V3,1,12,43.03431,-90.11173
"Sasquatch Face","Loch Ness Boulder > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106230249/sasquatch-face,2.6,-1,Boulder,V1,1,12,43.01445,-90.11079
ticks,"East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106173073/ticks,2.6,-1,Boulder,V3,1,,43.05179,-90.09875
"Suzies Sugar Shack","Northwest Old Orchard > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/122088580/suzies-sugar-shack,4.0,-1,Boulder,V0-1,1,4,43.03779,-90.0857
"Loner right Arete","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105880311/loner-right-arete,2.3,-1,Boulder,V1,1,,43.04068,-90.1063
"Mr. Longarm","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106190442/mr-longarm,2.4,-1,Boulder,V2+,1,20,43.05179,-90.09875
"Strong Men Also Cry","5. Steve's ZZ Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389394/strong-men-also-cry,3.7,-1,Boulder,V7-8,1,25,43.05482,-90.09974
"It's Oral Over","The Scientists > The Complex > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106370490/its-oral-over,3.7,-1,Boulder,V6,1,15,43.02729,-90.0947
"87th Best","Life on the Prairie > Twin Valley North > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106391872/87th-best,3.8,-1,Boulder,V1,1,16,43.02883,-90.1093
"Picasso Left","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879095/picasso-left,2.0,-1,Boulder,V2,1,,43.0511,-90.0994
"Brushrunners Delight","5. Steve's ZZ Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389410/brushrunners-delight,3.4,-1,Boulder,V1+,1,13,43.05482,-90.09974
"Alpine Bouldering Club (A.B.C.)","ABC Boulder > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106252960/alpine-bouldering-club-abc,3.1,-1,Boulder,V6,1,10,43.0337,-90.11028
"Picasso Pillar","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106247919/picasso-pillar,2.5,-1,Boulder,V2,1,20,43.0511,-90.0994
Breakaway,"ABC Boulder > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106252952/breakaway,3.0,-1,Boulder,V5-,1,10,43.0337,-90.11028
Irrationality,"High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106615528/irrationality,2.7,-1,Boulder,V6,1,,43.05023,-90.09778
"Picasso way left","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106591992/picasso-way-left,1.9,-1,Boulder,V0,1,12,43.0511,-90.0994
"Warm up Right","Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218887/warm-up-right,1.7,-1,Boulder,V0,1,10,43.04966,-90.09842
Speakeasy,"Red Light District > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106402276/speakeasy,3.7,-1,Boulder,V4,1,10,43.04924,-90.08487
"All in All","3. Godfather Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105889454/all-in-all,3.5,-1,Boulder,V5,1,,43.01229,-90.12221
"The Seperatist","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879006/the-seperatist,2.8,-1,Boulder,V4,1,,43.05023,-90.09778
"Curl Slab","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107776409/curl-slab,1.7,-1,Boulder,V0,1,,43.04068,-90.1063
"Seperation face","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218729/seperation-face,2.1,-1,Boulder,V1,1,,43.05023,-90.09778
"The horn","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107776432/the-horn,2.1,-1,Boulder,V1-2,1,,43.04068,-90.1063
Testtickler,"Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106252938/testtickler,2.7,-1,Boulder,V4,1,15,43.03431,-90.11173
"Rock Garden Roof","Rock Garden Roof > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408233/rock-garden-roof,3.2,-1,Boulder,V2,1,,43.03624,-90.08339
"Product of the Southwest","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106269121/product-of-the-southwest,3.3,-1,Boulder,V5,1,15,43.0511,-90.0994
"Two tickets to paradise","Illusions Area > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106235941/two-tickets-to-paradise,3.4,-1,Boulder,V8,1,,43.01465,-90.11043
"Foothold Massacre","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106190449/foothold-massacre,2.9,-1,Boulder,V6,1,15,43.05179,-90.09875
"Sleeping With The Fishes","3. Godfather Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106197848/sleeping-with-the-fishes,3.4,-1,Boulder,V6-,1,15,43.01229,-90.12221
"The Curl","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107776416/the-curl,1.9,-1,Boulder,V2,1,,43.04068,-90.1063
"space ship traverse","1. Seein' Elle Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106173455/space-ship-traverse,2.4,-1,Boulder,V2-,1,,43.01212,-90.12177
"Top out delight","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107776442/top-out-delight,2.3,-1,Boulder,V0-1,1,,43.04068,-90.1063
"Fairytale Land","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227477/fairytale-land,3.1,-1,Boulder,V3,1,15,43.03431,-90.11173
"Steve Done","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227494/steve-done,2.7,-1,Boulder,V2,1,8,43.03431,-90.11173
"Wright's Arete","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879066/wrights-arete,2.8,-1,Boulder,V2,1,,43.0511,-90.0994
"The Devils Urn","Group Camp Z > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106420874/the-devils-urn,3.3,-1,Boulder,V4-5,1,11,43.04952,-90.10565
"Eschew Obfuscuity","Barrel Ridge Proper > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106263302/eschew-obfuscuity,3.2,-1,Boulder,V5-6,1,12,43.03431,-90.11173
"Tainted Love","Loch Ness Boulder > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/118815422/tainted-love,3.3,-1,Boulder,V4,1,,43.01445,-90.11079
"Melincholy (AKA Little Roof)","Sandbox Boulders > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106376999/melincholy-aka-little-roof,2.6,-1,Boulder,V1,1,10,43.03501,-90.11087
"Nameless Sit","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/109604178/nameless-sit,3.3,-1,Boulder,V6-,1,,43.0511,-90.0994
"Sand Stone Sur Fin","High Tide > The Complex > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106370987/sand-stone-sur-fin,3.3,-1,Boulder,V2,1,12,43.02668,-90.09449
"Things just got harder","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106234089/things-just-got-harder,2.3,-1,Boulder,V2-3,1,,43.05023,-90.09778
"time out","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106227825/time-out,2.4,-1,Boulder,V1,1,,43.01417,-90.11354
"Midwest Hardcore (aka 6hrs)","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106248643/midwest-hardcore-aka-6hrs,3.0,-1,Boulder,V4,1,,43.0511,-90.0994
"Trail Crew","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106235476/trail-crew,2.5,-1,Boulder,V3,1,,43.0511,-90.0994
"Forgotten Finger Crack","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106443767/forgotten-finger-crack,2.4,-1,Boulder,V2,1,,43.0511,-90.0994
Wingspan,"1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106237406/wingspan,2.6,-1,Boulder,V3,1,10,43.04068,-90.1063
"Smack Crack left Dyno","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218745/smack-crack-left-dyno,2.5,-1,Boulder,V2,1,15,43.05023,-90.09778
"Lonely right face","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105880320/lonely-right-face,1.7,-1,Boulder,V0,1,,43.04068,-90.1063
"Twelve High","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879044/twelve-high,2.3,-1,Boulder,V2,1,,43.0511,-90.0994
"Quality Control","2. Qual Wall > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/116357013/quality-control,3.0,-1,Boulder,V5,1,15,43.03993,-90.10516
"Sweet Dream","1. Lonely  Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/111102153/sweet-dream,3.0,-1,Boulder,V8,1,,43.04068,-90.1063
"The Snitch","3. Godfather Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/108472468/the-snitch,2.5,-1,Boulder,V6,1,20,43.01229,-90.12221
"Saloon Doors","Twin Valley Campground > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105730850/saloon-doors,3.0,-1,Boulder,V0,1,20,43.02609,-90.10216
"Twinkle Toes","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119170350/twinkle-toes,2.9,-1,Boulder,V2-,1,,43.01417,-90.11354
"Press it out Direct","Press It Out > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106218402/press-it-out-direct,2.9,-1,Boulder,V5,1,10,43.04966,-90.09842
"Huston's Arête","High Anxiety > Plan B Area > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105878992/hustons-arete,2.7,-1,Boulder,V5-,1,,43.05023,-90.09778
"The Lorax","6. Mustache Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/107512142/the-lorax,3.0,-1,Boulder,V5,1,15,43.01252,-90.12185
"Another Warmup","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106239107/another-warmup,1.7,-1,Boulder,V0,1,10,43.0511,-90.0994
"RGR Direct","Rock Garden Roof > Old Orchard Pass > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106408240/rgr-direct,3.0,-1,Boulder,V3,1,,43.03624,-90.08339
"Low Down with a S.A.D. Frown","5. Steve's ZZ Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389417/low-down-with-a-sad-frown,3.0,-1,Boulder,V3,1,6,43.05482,-90.09974
"Zpring Time Arete","5. Steve's ZZ Boulders > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106389423/zpring-time-arete,3.0,-1,Boulder,V3-4,1,13,43.05482,-90.09974
"Eighteen (and life)","West Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/105879075/eighteen-and-life,2.5,-1,Boulder,V3-,1,,43.0511,-90.0994
"Soul Food","2. Dinosaur Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/108386233/soul-food,3.0,-1,Boulder,V2,1,12,43.01223,-90.12202
"Pallium Problem","Group Camp Z > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106420869/pallium-problem,3.0,-1,Boulder,V2-3,1,10,43.04952,-90.10565
"Lochness Arete","Loch Ness Boulder > 4. Danny's Imaginary Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106230154/lochness-arete,2.2,-1,Boulder,V1,1,15,43.01445,-90.11079
"Corporal Punishment","3. Boat Landing Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/112256730/corporal-punishment,2.8,-1,Boulder,V7-8,1,15,43.01417,-90.11354
"Shapes Of My Soul","2. Dinosaur Boulder > 1. Box Canyon Boulders > Cox Hollow > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/108386205/shapes-of-my-soul,2.8,-1,Boulder,V3+,1,15,43.01223,-90.12202
"Midwest Harcore Presents......""Boulder Problem of the Year""","East Side- Backbone Ridge > Backbone Ridge > 4. Group Camp B > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/106407984/midwest-harcore-presentsboulder-problem-of-the-year,2.7,-1,Boulder,V3,1,20,43.05179,-90.09875
"De Wallen","Red Light District > 6. Group Camp G > Group Camps > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/119952479/de-wallen,3.0,-1,Boulder,V7,1,,43.04924,-90.08487
"Grant Wood Griffins","Sandbox Boulders > Barrel Ridge > Twin Valley > Governor Dodge State Park > South > Wisconsin",https://www.mountainproject.com/route/120587985/grant-wood-griffins,3.0,-1,Boulder,V3,1,5,43.03501,-90.11087
